ID,Nombre,Edad,Género,Ciudad,Comentario,Categoría del problema,Nivel de urgencia,Fecha del reporte,Acceso a internet,Atención previa del gobierno,Zona rural,Categoría detectada,Categoría final,Urgencia_num
5252,Camilo,78.0,M,Cali,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-08-05,0,0,0,Medio Ambiente,Medio Ambiente,1
5253,Jorge,56.0,M,Manizales,la contaminación del río está aumentando.,Educación,No urgente,2023-08-14,0,1,0,Medio Ambiente,Medio Ambiente,1
5254,Juan,44.0,Otro,Cartagena,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-04-04,1,1,1,Medio Ambiente,Medio Ambiente,1
5260,Carlos,36.0,Otro,Bucaramanga,falta agua potable en varias casas.,Salud,No urgente,2024-08-10,1,1,0,Medio Ambiente,Medio Ambiente,1
5264,Camilo,24.0,M,Pereira,la contaminación del río está aumentando.,Salud,Urgente,2024-01-11,0,1,0,Medio Ambiente,Medio Ambiente,1
5267,Laura,44.0,F,Bogotá,falta agua potable en varias casas.,Salud,Urgente,2023-03-31,0,1,0,Medio Ambiente,Medio Ambiente,1
5268,Ana,41.0,F,Pereira,hay problemas con la recolección de basura.,Seguridad,Urgente,2024-05-29,0,1,0,Medio Ambiente,Medio Ambiente,1
5269,Valentina,62.0,M,Barranquilla,hay problemas con la recolección de basura.,Salud,Urgente,2024-01-23,0,0,1,Medio Ambiente,Medio Ambiente,1
5271,Pedro,37.0,M,Cali,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-01-01,1,0,0,,Medio Ambiente,1
5273,María,48.0,F,Cali,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-10-26,0,1,1,Medio Ambiente,Medio Ambiente,1
5277,Ana,65.0,M,Bogotá,la contaminación del río está aumentando.,Salud,Urgente,2023-09-19,1,0,1,Medio Ambiente,Medio Ambiente,1
5278,Sofía,32.0,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-04-06,1,1,1,,Medio Ambiente,0
5285,María,35.0,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-03-04,0,1,1,Medio Ambiente,Medio Ambiente,1
5290,Carlos,53.0,F,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-04-07,1,0,0,,Medio Ambiente,1
5293,María,32.0,Otro,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-07-08,1,1,1,,Medio Ambiente,1
5294,María,48.0,M,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-02-04,1,0,0,,Medio Ambiente,1
5298,María,51.0,F,Bogotá,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-05-08,1,0,0,,Medio Ambiente,0
5300,Ana,55.0,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2023-06-27,0,1,1,Medio Ambiente,Medio Ambiente,1
5301,Juan,68.0,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-11-29,1,1,1,,Medio Ambiente,1
5302,Juan,30.0,M,Medellín,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-06-14,0,0,1,,Medio Ambiente,0
5303,Ana,65.0,Otro,Cúcuta,falta agua potable en varias casas.,Educación,No urgente,2023-04-15,1,0,0,Medio Ambiente,Medio Ambiente,1
5304,Ana,56.0,F,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-12-19,0,1,1,Medio Ambiente,Medio Ambiente,1
5305,Sofía,42.0,M,Cúcuta,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-03-23,1,1,1,,Medio Ambiente,1
5306,Carlos,73.0,M,Barranquilla,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-03-31,1,1,0,Medio Ambiente,Medio Ambiente,1
5309,Juan,64.0,F,Bogotá,hay problemas con la recolección de basura.,Salud,Urgente,2023-05-23,0,0,1,Medio Ambiente,Medio Ambiente,1
5311,Carlos,51.0,M,Pereira,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-02-19,1,1,0,,Medio Ambiente,0
5312,Ana,64.0,Otro,Bogotá,la contaminación del río está aumentando.,Educación,No urgente,2023-05-01,0,1,0,Medio Ambiente,Medio Ambiente,1
5318,Carlos,16.0,Otro,Cali,la contaminación del río está aumentando.,Seguridad,No urgente,2023-04-15,1,0,0,Medio Ambiente,Medio Ambiente,1
5319,Valentina,29.0,Otro,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2023-01-04,1,1,0,Medio Ambiente,Medio Ambiente,1
5320,Pedro,48.0,F,Cartagena,la contaminación del río está aumentando.,Salud,No urgente,2023-09-06,1,0,0,Medio Ambiente,Medio Ambiente,1
5324,María,79.0,F,Cali,hay problemas con la recolección de basura.,Salud,No urgente,2024-07-08,1,0,1,Medio Ambiente,Medio Ambiente,1
5325,Juan,48.0,Otro,Manizales,falta agua potable en varias casas.,Salud,Urgente,2024-07-21,0,0,1,Medio Ambiente,Medio Ambiente,1
5329,Carlos,16.0,F,Bucaramanga,falta agua potable en varias casas.,Medio Ambiente,Urgente,2024-03-01,0,0,0,Medio Ambiente,Medio Ambiente,1
5330,Pedro,39.0,M,Cúcuta,la contaminación del río está aumentando.,Salud,Urgente,2024-04-18,0,1,1,Medio Ambiente,Medio Ambiente,1
5335,Sofía,55.0,F,Manizales,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2023-12-19,1,1,1,,Medio Ambiente,0
5336,María,53.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-12-13,0,0,0,,Medio Ambiente,1
5340,Valentina,73.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Seguridad,Urgente,2023-05-11,0,0,0,Medio Ambiente,Medio Ambiente,1
5343,Juan,53.0,M,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-01-26,1,1,0,,Medio Ambiente,1
5348,Pedro,25.0,Otro,Santa Marta,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-10-30,0,0,0,Medio Ambiente,Medio Ambiente,1
5350,Jorge,22.0,M,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-09-12,0,1,1,,Medio Ambiente,1
5352,Valentina,29.0,F,Bogotá,la contaminación del río está aumentando.,Salud,No urgente,2023-05-26,1,1,1,Medio Ambiente,Medio Ambiente,1
5357,Laura,51.0,F,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2023-03-21,1,1,1,Medio Ambiente,Medio Ambiente,1
5362,Laura,49.0,Otro,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-12-07,1,0,1,,Medio Ambiente,1
5364,Juan,22.0,Otro,Manizales,la contaminación del río está aumentando.,Seguridad,Urgente,2024-02-10,1,0,0,Medio Ambiente,Medio Ambiente,1
5365,Jorge,71.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-11-14,0,0,1,,Medio Ambiente,1
5367,Sofía,80.0,F,Bucaramanga,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-05-20,0,0,1,,Medio Ambiente,1
5372,Carlos,28.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-11-19,1,1,1,,Medio Ambiente,1
5376,Camilo,20.0,Otro,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2023-11-07,0,1,1,Medio Ambiente,Medio Ambiente,1
5377,Laura,36.0,Otro,Medellín,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-11-10,0,0,0,Medio Ambiente,Medio Ambiente,1
5379,María,39.0,M,Cartagena,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-08-31,1,1,1,,Medio Ambiente,1
5380,Valentina,30.0,M,Cartagena,la contaminación del río está aumentando.,Salud,No urgente,2024-08-20,0,1,1,Medio Ambiente,Medio Ambiente,1
5381,Sofía,54.0,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-08-02,0,0,1,Medio Ambiente,Medio Ambiente,1
5384,Jorge,51.0,M,Pereira,falta agua potable en varias casas.,Salud,Urgente,2024-05-20,0,0,0,Medio Ambiente,Medio Ambiente,1
5386,Jorge,48.0,F,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-09-28,0,1,1,Medio Ambiente,Medio Ambiente,1
5387,Pedro,18.0,Otro,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-03-12,0,0,0,Medio Ambiente,Medio Ambiente,1
5389,Carlos,69.0,F,Cartagena,falta agua potable en varias casas.,Educación,Urgente,2023-11-06,0,1,1,Medio Ambiente,Medio Ambiente,1
5393,Juan,66.0,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-03-20,0,1,0,Medio Ambiente,Medio Ambiente,1
5394,María,55.0,M,Bucaramanga,falta agua potable en varias casas.,Salud,Urgente,2024-01-10,1,1,0,Medio Ambiente,Medio Ambiente,1
5395,Camilo,52.0,M,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-11-06,1,1,1,,Medio Ambiente,1
5403,Jorge,48.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-02-15,1,1,1,,Medio Ambiente,0
5404,Laura,63.0,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-08-22,0,0,1,Medio Ambiente,Medio Ambiente,1
5408,Jorge,32.0,Otro,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2024-11-20,1,1,1,Medio Ambiente,Medio Ambiente,1
5409,Laura,27.0,M,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-06-30,0,0,0,,Medio Ambiente,0
5412,Laura,75.0,M,Medellín,falta agua potable en varias casas.,Seguridad,No urgente,2023-10-02,1,1,1,Medio Ambiente,Medio Ambiente,1
5413,María,42.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2023-01-02,1,1,1,,Medio Ambiente,1
5414,Ana,79.0,F,Cúcuta,hay problemas con la recolección de basura.,Educación,Urgente,2024-08-18,1,1,0,Medio Ambiente,Medio Ambiente,1
5417,Carlos,52.0,Otro,Santa Marta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-11-19,0,0,0,,Medio Ambiente,1
5421,Sofía,78.0,M,Santa Marta,hay problemas con la recolección de basura.,Salud,No urgente,2023-01-13,0,1,0,Medio Ambiente,Medio Ambiente,1
5426,Sofía,22.0,F,Manizales,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-06-15,1,0,1,,Medio Ambiente,1
5433,Carlos,42.0,M,Medellín,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-10-07,1,0,0,Medio Ambiente,Medio Ambiente,1
5437,María,75.0,M,Medellín,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-02-27,0,0,0,,Medio Ambiente,1
5439,Valentina,29.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Educación,Urgente,2023-12-03,0,0,0,Medio Ambiente,Medio Ambiente,1
5443,Camilo,57.0,F,Pereira,la contaminación del río está aumentando.,Salud,Urgente,2024-07-13,1,1,0,Medio Ambiente,Medio Ambiente,1
5446,Ana,62.0,M,Cali,hay problemas con la recolección de basura.,Educación,No urgente,2023-10-20,1,0,1,Medio Ambiente,Medio Ambiente,1
5448,Juan,25.0,F,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-08-27,0,1,1,,Medio Ambiente,1
5449,Sofía,31.0,Otro,Medellín,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-05-27,0,0,0,Medio Ambiente,Medio Ambiente,1
5452,Camilo,45.0,Otro,Cartagena,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-10-31,1,0,1,Medio Ambiente,Medio Ambiente,1
5454,Valentina,69.0,M,Pereira,falta agua potable en varias casas.,Educación,No urgente,2024-08-03,0,0,1,Medio Ambiente,Medio Ambiente,1
5459,María,48.0,M,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-08-16,1,1,1,Medio Ambiente,Medio Ambiente,1
5461,Ana,70.0,Otro,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-11-29,1,1,0,,Medio Ambiente,1
5465,Carlos,69.0,M,Cartagena,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-03-01,1,1,1,,Medio Ambiente,0
5467,Ana,59.0,Otro,Cúcuta,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-06-08,0,1,1,,Medio Ambiente,1
5468,Camilo,51.0,F,Barranquilla,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-03-15,0,0,0,,Medio Ambiente,1
5469,Valentina,77.0,M,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-01-19,0,0,0,,Medio Ambiente,1
5471,Laura,76.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Salud,No urgente,2023-08-04,0,1,1,Medio Ambiente,Medio Ambiente,1
5473,María,25.0,Otro,Cartagena,la contaminación del río está aumentando.,Educación,Urgente,2024-11-14,1,1,1,Medio Ambiente,Medio Ambiente,1
5474,Camilo,48.0,M,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-04-20,1,0,0,,Medio Ambiente,1
5476,María,32.0,Otro,Cali,falta agua potable en varias casas.,Seguridad,No urgente,2024-07-01,0,1,0,Medio Ambiente,Medio Ambiente,1
5483,Valentina,68.0,F,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-11-17,1,0,1,,Medio Ambiente,1
5485,Carlos,77.0,F,Cúcuta,necesitamos más acceso a internet en la zona.,Medio Ambiente,Urgente,2024-07-04,0,0,0,,Medio Ambiente,0
5487,Jorge,33.0,F,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2023-02-12,0,1,1,Medio Ambiente,Medio Ambiente,1
5491,Sofía,52.0,F,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-05-29,0,0,0,,Medio Ambiente,1
5493,Carlos,38.0,M,Santa Marta,la contaminación del río está aumentando.,Educación,Urgente,2024-08-30,1,1,0,Medio Ambiente,Medio Ambiente,1
5495,Camilo,25.0,M,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2023-02-01,0,1,1,Medio Ambiente,Medio Ambiente,1
5497,Laura,59.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-02-27,0,0,0,,Medio Ambiente,1
5498,María,74.0,M,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-08-07,1,1,0,Medio Ambiente,Medio Ambiente,1
5502,Camilo,80.0,Otro,Santa Marta,hay problemas con la recolección de basura.,Salud,Urgente,2023-06-02,0,0,1,Medio Ambiente,Medio Ambiente,1
5503,Sofía,49.0,F,Medellín,la contaminación del río está aumentando.,Educación,No urgente,2024-03-18,0,0,1,Medio Ambiente,Medio Ambiente,1
5505,Laura,21.0,F,Medellín,la contaminación del río está aumentando.,Salud,No urgente,2024-01-17,1,0,1,Medio Ambiente,Medio Ambiente,1
5507,Camilo,48.0,M,Cali,la contaminación del río está aumentando.,Salud,Urgente,2023-04-30,1,1,1,Medio Ambiente,Medio Ambiente,1
5509,Jorge,68.0,Otro,Pereira,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-01-30,0,1,0,,Medio Ambiente,1
5513,Pedro,44.0,F,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-01-06,1,0,1,,Medio Ambiente,1
5514,Juan,68.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-11-16,0,1,1,,Medio Ambiente,1
5515,Sofía,59.0,M,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-05-09,0,1,0,,Medio Ambiente,1
5520,Ana,31.0,F,Pereira,falta agua potable en varias casas.,Salud,No urgente,2024-05-21,1,0,1,Medio Ambiente,Medio Ambiente,1
5524,Carlos,48.0,M,Bucaramanga,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-02-24,1,1,0,,Medio Ambiente,1
5525,Camilo,69.0,F,Santa Marta,hay problemas con la recolección de basura.,Medio Ambiente,No urgente,2023-03-12,0,1,0,Medio Ambiente,Medio Ambiente,1
5526,Sofía,78.0,F,Santa Marta,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-03-14,0,1,0,Medio Ambiente,Medio Ambiente,1
5530,Carlos,42.0,Otro,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2023-12-26,0,0,0,,Medio Ambiente,1
5535,Pedro,65.0,M,Cartagena,la contaminación del río está aumentando.,Seguridad,No urgente,2024-04-05,0,0,1,Medio Ambiente,Medio Ambiente,1
5536,Camilo,35.0,Otro,Manizales,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2024-06-11,1,1,0,,Medio Ambiente,1
5538,Carlos,42.0,F,Bucaramanga,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-12-29,0,0,1,,Medio Ambiente,1
5540,Juan,59.0,F,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-02-29,1,0,1,,Medio Ambiente,1
5541,Valentina,60.0,M,Pereira,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-12-21,1,1,0,Medio Ambiente,Medio Ambiente,1
5544,Carlos,66.0,Otro,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-01-25,1,0,1,,Medio Ambiente,1
5545,Ana,78.0,M,Barranquilla,las calles están muy oscuras y peligrosas.,Medio Ambiente,Urgente,2023-06-18,1,0,0,,Medio Ambiente,1
5547,Jorge,70.0,M,Cali,la contaminación del río está aumentando.,Salud,No urgente,2024-08-11,0,0,0,Medio Ambiente,Medio Ambiente,1
5548,Jorge,61.0,M,Bogotá,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2024-01-02,1,1,1,Medio Ambiente,Medio Ambiente,1
5550,Sofía,69.0,F,Bucaramanga,la contaminación del río está aumentando.,Seguridad,No urgente,2024-01-18,0,1,1,Medio Ambiente,Medio Ambiente,1
5551,Valentina,48.0,F,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-11-10,1,0,0,,Medio Ambiente,0
5552,Juan,75.0,F,Cúcuta,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2024-10-21,0,0,0,,Medio Ambiente,1
5554,María,76.0,M,Barranquilla,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,Urgente,2024-05-27,1,0,1,,Medio Ambiente,1
5556,Juan,60.0,F,Bogotá,hay problemas con la recolección de basura.,Educación,No urgente,2023-03-27,0,1,1,Medio Ambiente,Medio Ambiente,1
5557,Sofía,77.0,F,Santa Marta,falta agua potable en varias casas.,Salud,Urgente,2024-04-04,0,0,1,Medio Ambiente,Medio Ambiente,1
5558,María,20.0,M,Bucaramanga,la contaminación del río está aumentando.,Salud,Urgente,2023-02-24,0,0,0,Medio Ambiente,Medio Ambiente,1
5559,Sofía,44.0,F,Cartagena,la contaminación del río está aumentando.,Seguridad,Urgente,2023-06-16,0,0,0,Medio Ambiente,Medio Ambiente,1
5565,Camilo,46.0,F,Santa Marta,falta agua potable en varias casas.,Educación,No urgente,2023-03-23,0,1,1,Medio Ambiente,Medio Ambiente,1
5566,Valentina,60.0,Otro,Bucaramanga,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-07-03,0,1,1,Medio Ambiente,Medio Ambiente,1
5568,Sofía,19.0,F,Cali,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-10-07,1,1,0,Medio Ambiente,Medio Ambiente,1
5569,María,52.0,Otro,Pereira,la contaminación del río está aumentando.,Salud,Urgente,2024-02-28,0,1,1,Medio Ambiente,Medio Ambiente,1
5572,Camilo,60.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,No urgente,2024-06-09,1,1,1,Medio Ambiente,Medio Ambiente,1
5574,María,79.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-08-25,1,0,1,,Medio Ambiente,1
5576,Valentina,48.0,M,Bogotá,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-05-24,0,0,1,Medio Ambiente,Medio Ambiente,1
5578,Carlos,39.0,F,Cúcuta,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2024-09-08,0,0,0,Medio Ambiente,Medio Ambiente,1
5579,Carlos,56.0,F,Manizales,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-05-07,0,1,0,,Medio Ambiente,1
5584,Laura,15.0,Otro,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2023-05-15,0,1,0,,Medio Ambiente,1
5586,Laura,71.0,F,Barranquilla,la contaminación del río está aumentando.,Educación,Urgente,2024-09-16,0,1,1,Medio Ambiente,Medio Ambiente,1
5588,Valentina,54.0,M,Santa Marta,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-09-02,0,1,0,,Medio Ambiente,0
5589,Camilo,77.0,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2023-07-20,0,0,1,Medio Ambiente,Medio Ambiente,1
5590,Valentina,27.0,Otro,Cali,la contaminación del río está aumentando.,Educación,No urgente,2024-06-22,0,1,0,Medio Ambiente,Medio Ambiente,1
5592,Carlos,19.0,F,Medellín,la contaminación del río está aumentando.,Seguridad,Urgente,2024-04-23,1,0,1,Medio Ambiente,Medio Ambiente,1
5593,Camilo,29.0,Otro,Cúcuta,no hay suficientes escuelas públicas.,Medio Ambiente,No urgente,2024-08-19,1,0,0,,Medio Ambiente,1
5594,Carlos,74.0,M,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-01-13,0,1,1,Medio Ambiente,Medio Ambiente,1
5596,Juan,42.0,Otro,Cali,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2023-09-28,0,1,1,,Medio Ambiente,0
5597,Juan,25.0,Otro,Cartagena,la contaminación del río está aumentando.,Educación,No urgente,2024-06-10,0,1,0,Medio Ambiente,Medio Ambiente,1
5598,Valentina,60.0,M,Bogotá,falta agua potable en varias casas.,Seguridad,No urgente,2023-08-30,0,1,0,Medio Ambiente,Medio Ambiente,1
5599,Ana,53.0,Otro,Cartagena,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2023-02-11,0,1,1,,Medio Ambiente,1
5601,Camilo,61.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2023-04-07,1,1,0,,Medio Ambiente,1
5607,Valentina,48.0,F,Manizales,hay problemas con la recolección de basura.,Seguridad,No urgente,2023-08-31,0,0,0,Medio Ambiente,Medio Ambiente,1
5612,Laura,77.0,Otro,Manizales,las basuras no se recogen a tiempo.,Medio Ambiente,Urgente,2024-08-16,0,0,1,,Medio Ambiente,1
5613,Pedro,18.0,Otro,Medellín,hay problemas con la recolección de basura.,Educación,Urgente,2024-05-11,1,0,1,Medio Ambiente,Medio Ambiente,1
5616,Sofía,49.0,Otro,Barranquilla,hay problemas con la recolección de basura.,Educación,Urgente,2024-05-26,0,1,1,Medio Ambiente,Medio Ambiente,1
5617,Laura,47.0,M,Bogotá,las calles están muy oscuras y peligrosas.,Medio Ambiente,No urgente,2023-03-01,1,1,1,,Medio Ambiente,1
5619,Juan,25.0,M,Cartagena,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-03-02,0,1,1,,Medio Ambiente,1
5620,Juan,35.0,Otro,Bucaramanga,hay problemas con la recolección de basura.,Salud,Urgente,2024-04-27,0,1,0,Medio Ambiente,Medio Ambiente,1
5622,Sofía,25.0,M,Bogotá,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-01-10,0,1,1,,Medio Ambiente,1
5624,Valentina,49.0,M,Bucaramanga,necesitamos más acceso a internet en la zona.,Medio Ambiente,No urgente,2024-05-07,0,1,0,,Medio Ambiente,0
5625,Pedro,26.0,F,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2024-08-28,1,1,1,,Medio Ambiente,1
5627,Pedro,55.0,F,Bucaramanga,hay problemas con la recolección de basura.,Salud,No urgente,2023-09-18,1,1,1,Medio Ambiente,Medio Ambiente,1
5628,Sofía,31.0,F,Cartagena,hay problemas con la recolección de basura.,Salud,Urgente,2024-02-21,1,1,0,Medio Ambiente,Medio Ambiente,1
5630,Laura,68.0,Otro,Santa Marta,la contaminación del río está aumentando.,Salud,Urgente,2023-02-05,0,1,0,Medio Ambiente,Medio Ambiente,1
5633,Carlos,77.0,Otro,Bucaramanga,no tenemos centros culturales ni bibliotecas.,Medio Ambiente,No urgente,2024-01-04,1,1,1,,Medio Ambiente,1
5634,Jorge,47.0,Otro,Barranquilla,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-11-28,1,0,1,,Medio Ambiente,1
5637,Carlos,24.0,F,Bogotá,falta agua potable en varias casas.,Medio Ambiente,No urgente,2023-01-03,0,1,0,Medio Ambiente,Medio Ambiente,1
5638,Camilo,16.0,F,Manizales,la contaminación del río está aumentando.,Medio Ambiente,No urgente,2023-03-08,1,0,0,Medio Ambiente,Medio Ambiente,1
5644,Camilo,56.0,Otro,Medellín,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-03-08,0,0,0,Medio Ambiente,Medio Ambiente,1
5646,Juan,54.0,F,Cúcuta,falta agua potable en varias casas.,Salud,No urgente,2024-11-03,0,1,0,Medio Ambiente,Medio Ambiente,1
5648,María,24.0,Otro,Medellín,falta agua potable en varias casas.,Salud,Urgente,2024-05-26,0,1,1,Medio Ambiente,Medio Ambiente,1
5650,Valentina,78.0,Otro,Cali,falta agua potable en varias casas.,Medio Ambiente,No urgente,2024-01-15,0,0,1,Medio Ambiente,Medio Ambiente,1
5651,Pedro,20.0,Otro,Cali,hay problemas con la recolección de basura.,Medio Ambiente,Urgente,2023-08-12,0,0,0,Medio Ambiente,Medio Ambiente,1
5652,Camilo,18.0,F,Pereira,falta agua potable en varias casas.,Medio Ambiente,Urgente,2023-07-03,1,1,0,Medio Ambiente,Medio Ambiente,1
5655,Carlos,32.0,F,Cúcuta,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-02-13,1,0,0,Medio Ambiente,Medio Ambiente,1
5662,María,32.0,F,Bogotá,hay problemas con la recolección de basura.,Educación,Urgente,2023-03-10,1,1,0,Medio Ambiente,Medio Ambiente,1
5663,Camilo,22.0,F,Pereira,la contaminación del río está aumentando.,Medio Ambiente,Urgente,2023-02-17,0,1,0,Medio Ambiente,Medio Ambiente,1
5665,Carlos,35.0,Otro,Manizales,falta agua potable en varias casas.,Educación,Urgente,2024-05-08,0,1,1,Medio Ambiente,Medio Ambiente,1
5668,Jorge,15.0,M,Santa Marta,hay problemas con la recolección de basura.,Salud,No urgente,2023-07-07,0,0,0,Medio Ambiente,Medio Ambiente,1
5673,Pedro,53.0,Otro,Medellín,no hay suficientes escuelas públicas.,Medio Ambiente,Urgente,2024-07-03,1,0,1,,Medio Ambiente,1
5676,Laura,56.0,F,Cúcuta,falta agua potable en varias casas.,Seguridad,Urgente,2023-01-18,0,1,0,Medio Ambiente,Medio Ambiente,1
5677,Sofía,58.0,Otro,Bogotá,las basuras no se recogen a tiempo.,Medio Ambiente,No urgente,2023-12-12,0,1,1,,Medio Ambiente,1
